Year,Month,DO,Temp,pH,Turbidity,Conductivity,CHLA,SST,Capture
2018,2,6.950060806793741,21.551160563654637,7.002628584314353,18.088740201370175,405.69426549462804,6.7421915862676265,21.6777106190941,143.80750061703125
2018,3,7.091983814268343,20.111230717250322,7.150944430811578,15.957765856980265,482.0166724971595,7.858192216898417,23.074175229770656,148.886700422441
2018,4,7.211656173091994,19.467687812530343,7.355467515212349,16.998431129581544,440.05535483708235,7.473404953497613,23.072237479176238,148.10750663852477
2018,5,7.241789026569435,19.72962007987289,7.286953214893324,14.247586361166936,483.4377733373213,7.441359273157247,21.49921234624982,154.7250423119019
2018,6,7.259056802138925,20.011616040727404,7.1247687857539805,17.101211590458735,461.5013133954741,7.577657233883096,23.296199490619067,155.4385038720763
2018,7,6.909066688851785,22.907417100856215,7.173235407096792,17.694837848820182,446.06587409389965,7.982335609040996,24.421095353977762,131.59075374029283
2018,8,6.867610251674314,19.99966595235456,6.925020838326004,16.10786130343223,460.46327682138883,6.812516589635839,22.958620897528593,125.73784076238093
2018,9,7.256340132798198,21.701647098473188,7.152365251205067,16.195117574871077,508.53037680378895,8.570007535635893,22.59329776508204,158.64903292388348
2018,10,6.9341876499039365,20.00233597980771,7.146722501998209,16.351212794352925,512.3094158716126,8.567929128280221,22.79166058636872,160.92988251156675
2018,11,6.601504629314412,21.878941433926876,7.246433977925252,14.168046312626501,452.08143405398334,8.332406358708733,23.439573834627478,139.26745401539293
2018,12,6.636855941062113,21.37442465031639,7.088934556236197,15.683890007940347,454.80571779951225,8.54600712696179,21.604936399804753,131.29638277664898
2019,1,6.6936379984100425,20.87494104971033,7.294307704509028,15.758112829832125,482.2872047239916,8.32799694817708,23.163091509750263,151.30613768375622
2019,2,7.111253486374024,21.03292168439088,7.402543163563966,16.914156149759624,424.6301690169796,10.108757513257384,22.76131305095607,160.04522436876846
2019,3,6.9974645629264325,20.46100177825482,7.231085865533694,18.23122744118901,459.99211117854765,8.0286953026317,24.594049484049044,169.13383996118526
2019,4,7.154514027272962,21.603966938324188,7.270351281679841,14.198717309727394,449.2241145613843,7.85081151850753,23.01855654979814,156.74192308943555
2019,5,6.811824206099039,20.74501651965922,7.210631069515574,16.149981939360842,459.4172463437266,7.446472419642621,24.534310088895616,148.28283303414304
2019,6,6.980193486270382,20.016499499390648,7.200016878618283,19.447121621633734,424.9989358215178,7.209842592580057,22.35911270493229,143.48974641573034
2019,7,7.112940276084937,20.00627295199617,7.0556883932914305,15.08124459500645,402.31297520073093,7.039738738714714,23.754017859758022,152.95661817986442
2019,8,6.825090774926034,21.498903707195804,7.263298852334662,15.008131544366726,387.81049692026124,7.437518476242765,23.58183600050667,150.27051085588428
2019,9,7.047558887056697,22.947512309042015,7.180542680317302,17.141454488925543,416.47847661031176,8.297740670979508,22.673183254339754,143.53353146902762
2019,10,6.7045801124168465,21.570517929362914,7.618633661786119,18.50982301254959,436.23974145182,8.744821444287188,23.552443207499028,174.59281966652762
2019,11,6.786873319714689,21.333993252837487,7.5146709804950484,16.928115269016054,441.20425240053714,8.50377363749953,24.42264664841265,172.377999810195
2019,12,6.77389968443208,21.780562981707803,7.2771693105113,19.647394865084504,508.1169348728855,7.7292015646755505,23.23570347867598,166.3078552566069
2020,1,6.522300737902235,22.842843846969984,7.047388558061047,18.78727217565937,483.17980109721896,9.43702666928312,22.183271985927348,146.1599170745403
2020,2,7.01977595476199,21.798329869784908,6.977517705603317,18.84153487062223,421.13726650975116,9.318360040722,23.564897107239094,164.33966692718332
2020,3,6.725495087412867,21.21012540074521,7.438228590617773,18.350338265806084,460.4312535735287,8.46140432415693,22.89911415574494,162.6067904107685
2020,4,6.8626956040393585,22.76944660479673,7.252549845029428,21.981621990165852,437.78765290949025,8.01024175007213,23.389285143805736,161.05703518940894
2020,5,6.995802945040194,22.13401959635635,7.296028680678322,17.000202938057388,441.46908485879715,9.253691078724538,23.63999294214664,169.54928424938515
2020,6,6.978169879124772,23.283124413048622,6.851082802605162,13.487692257972235,455.55976948246143,8.935342008538735,22.382846648240218,163.82739563913907
2020,7,7.036457637954994,21.972708121432433,7.385487696311636,20.787456091455333,468.5751335092618,7.3413464247954785,22.496947012753985,165.29487920514862
2020,8,6.7999280388577,20.60710991564792,7.290884067642873,16.74775903282319,439.82224548347955,8.763598691384015,24.217232415788843,164.68485230740632
2020,9,6.695115769544648,20.505525011280653,6.977913863117105,17.963129309738697,481.9155459820308,9.135720022600696,23.455509253590574,162.14475618528422
2020,10,6.790821378833343,23.56671740591546,7.10569503851001,20.450680317089475,415.7418532157279,8.016094687196457,21.863994000227756,141.32178343970028
2020,11,6.301168090865223,23.681560457625405,7.2527434408713045,14.711270391566359,450.190171870868,9.147738129679547,24.585769966128616,160.41515814252662
2020,12,6.365866258273074,21.8204807867174,7.210493359671249,15.496705571787722,527.930211797875,7.54517751474221,24.217895804219392,154.43808041150874
