Year,Month,Average of Wildlife Population Index,Average of Vegetation Index,Average of Soil Moisture,Average Temperature,Average of CO2 Level,Count of Extreme Weather Event,Sum of Economic Impact,Sum of Population Affected,Average of Habitat Fragmentation Score,Average of Deforestation Pressure Index
2014,3,68.91899928940761,0.5321605544874979,32.26373343739808,22.245219564453986,402.8622166052044,2.0,1272743.2625786297,6032.578625575964,0.2977590379863781,0.2015344430555037
2014,4,66.10369261711918,0.5333710526198829,32.12735105054693,21.359067247458388,401.7613786323364,6.0,1349940.342237891,6246.241091591815,0.30002232918146865,0.2446913085918487
2014,5,63.35012579095861,0.5399246899221476,36.36725316764716,22.275970504342432,397.54492221726224,3.0,1335548.2284527991,5829.607150428637,0.3293556791707082,0.21199199807759103
2014,6,63.95688824519272,0.5605347514533437,33.28058941348528,20.94404784554163,397.85178078780746,4.0,1212534.8088489422,6207.971377597001,0.2992879211326183,0.26403973508343065
2014,7,63.237900292207335,0.4977194845514207,31.218947393753623,21.655543065912752,396.49106568983393,2.0,1252708.438535336,5527.289601835328,0.36315854561623423,0.2583767136389258
2014,8,62.391258045613355,0.4948408522129762,34.88762541876621,22.826786046109138,395.18373917354944,0.0,1402942.3575584972,6467.561725934041,0.3124673938774745,0.24579770951836805
2014,9,59.6474552499404,0.4961476526844311,34.874108033118006,23.950592145109816,398.9767659429724,3.0,1523930.7235534983,6698.694547237232,0.4263923322607865,0.2452499200266186
2014,10,62.33631805138974,0.5365622368571665,30.83330632759185,25.472368755966343,397.4253486650909,1.0,1220686.5260535944,6433.65871473069,0.33066899278685763,0.2400298811952411
2014,11,60.44591575635825,0.5641905266225512,34.30106869408511,22.108151757034364,399.46187788404444,3.0,1497730.5527170002,5813.527186286554,0.3484763187311958,0.2598862685016848
2014,12,58.828000751651615,0.5128492905370252,35.260639869067276,24.161615946119124,396.64169356507097,3.0,1603172.7268445538,7189.002773530994,0.3095608170975979,0.24100548924233772
2015,1,64.00734965416892,0.4496858467804735,34.48561500867569,23.00164721724375,398.52868266232684,2.0,1489960.5702741155,6950.68357162798,0.40170906853330285,0.25523771320227157
2015,2,63.54221503243129,0.4725644246480046,34.94817349383858,22.63822603746415,400.5604120853425,1.0,1581336.0390763283,6479.097714307407,0.3862165993714559,0.27007026627775743
2015,3,56.90303536063261,0.4976404772634881,30.823040751186927,23.2536470833051,401.2061034060942,1.0,1477061.5129628512,6775.489250265179,0.3636443182273465,0.24350071123475137
2015,4,61.78984082435672,0.5048470807435647,34.241027678413445,22.914548062627325,401.51915444379983,4.0,1556484.4327038913,6239.138982819607,0.31643802879977095,0.24451825046334402
2015,5,65.03973573664715,0.5082746569718319,32.921076270532794,22.99460625192801,398.2537588737912,4.0,1427382.332379711,6550.452830847889,0.36526737475279125,0.23506005880656347
2015,6,65.1250396377416,0.5206311178999539,32.50810389307703,22.507456310857542,402.8146346181659,0.0,1376091.9849475864,6867.936432084589,0.3274097001984297,0.23976317665642394
2015,7,64.91961579181361,0.5090686627069055,35.162163850418395,21.54925876125378,399.7153660804805,3.0,1725855.5274909486,7824.736721929549,0.40702855264104293,0.2265899885080121
2015,8,61.85358172596754,0.5488486093689338,36.32697007398004,21.43532216589897,402.7920316186883,3.0,1554132.0861749244,6964.458830872052,0.389538999850332,0.27985973367504746
2015,9,59.09644296346097,0.49603527030324324,36.90452958288493,23.663771199070702,401.7155647520268,2.0,1628131.426025973,7678.001566506484,0.37023159220726365,0.303546711894287
2015,10,58.2752193073995,0.4893936191104706,35.892773637748654,22.76540517307218,399.1945934228968,0.0,1556092.616778244,7162.420845937631,0.29638241431310663,0.2979802630799324
2015,11,62.45486734583002,0.5285767924714033,32.991057952529104,22.47759531087015,401.5254993276797,1.0,1574792.503375823,7629.236938320674,0.3420764680086501,0.2390572575958907
2015,12,62.453629576779704,0.4670886326390586,33.86333506289479,23.11376878461789,403.0991485367591,3.0,1719458.3352536964,7508.249617349153,0.39431704447431193,0.2881813039574398
2016,1,65.07251965060468,0.5237960143174948,34.638908901463225,23.931774358178785,403.80487812937025,1.0,1684937.0174285406,8089.15987899374,0.4121759844359052,0.3042316006826817
2016,2,64.40520210892099,0.5141292270907354,33.29498747754629,23.34878499565798,402.50749788932166,2.0,1816744.4682205224,7458.910120364406,0.41116983118686923,0.268758537227332
2016,3,60.60331403040648,0.505576725302455,33.26152837582309,22.543945063359033,406.0635577812021,2.0,1845253.8418979591,7013.73587499878,0.33223960993275636,0.28202894861300104
2016,4,57.16211920552265,0.5565956516355306,34.59487468480499,24.457871903017374,405.2255478577626,6.0,1853137.596211408,7182.7096948445,0.39115183236228185,0.24194740214180133
2016,5,59.83215389317783,0.48922851348326374,32.7761715500534,24.842343397718473,402.90774439877947,6.0,1865965.3422507392,7681.429674081253,0.41467598281027734,0.2895452496753223
2016,6,61.335904110747364,0.5686510503788802,31.383531390410575,23.789293497428115,405.1318225716423,2.0,2020934.715230031,7396.522646239921,0.3365657225062168,0.2650445948849898
2016,7,59.972697632252846,0.4990265302073676,31.96052755253881,24.299979300817775,407.70969223353427,1.0,1777451.1494113011,8299.842849945038,0.38818391717038186,0.29241375298980926
2016,8,58.74000188629335,0.4664263487561563,34.00466286073064,24.599854733655917,407.9736007805134,0.0,1899769.6712744453,7935.53697020254,0.39874158773872737,0.25930225734569606
2016,9,61.12707549754127,0.5057817979561606,32.6901971087157,24.51957300061504,401.80715813309183,4.0,2039584.771525643,9429.40853817111,0.3836086414019664,0.3034887434369204
2016,10,58.75128467050501,0.47034422293780537,33.3119989011051,24.035151808691573,402.620617988212,1.0,2073822.4019864353,7446.932176115644,0.3391719864432271,0.31522709561379697
2016,11,58.27369648566598,0.47902627193401615,33.91910585282543,24.05097862602225,407.6540480997835,2.0,1826244.6876971216,8491.290273565428,0.38707116196094604,0.2811785080288546
2016,12,60.98699008185769,0.5124373147899385,31.776632863678465,24.00387109966229,402.77817474042996,3.0,1958238.1400449392,7899.181382984009,0.3891282055134019,0.27620891679284393
2017,1,58.74139068066501,0.5161411468700301,33.98618053778593,22.418451799137166,402.4601808913114,1.0,2146338.4253761997,8290.141435071819,0.3966104594425147,0.2579321707279477
2017,2,60.574418430092955,0.47975602162395126,33.178737838495735,24.248091577912216,404.34340121228615,1.0,2082386.8578883277,8681.236052459746,0.38625375197409,0.2978296240553386
2017,3,60.556454173819525,0.5269905754040236,29.898794878808626,22.223133397294497,406.36676920842285,3.0,2072157.8820953458,7521.524838878647,0.3919727932974928,0.29363127920910476
2017,4,56.2132919440937,0.5310410222143183,35.2003990560567,22.81592686066442,405.532048692041,5.0,2051915.7411828502,8876.307795236118,0.4061772325822222,0.2763480328056705
2017,5,58.08259241787745,0.5383522105916356,31.26166840722301,24.94567033096598,404.6462411802414,1.0,2056356.7495344887,9783.032678505506,0.42274732235961765,0.31853405933676976
2017,6,63.734383451328334,0.5100929285295611,28.900335629419104,24.513904373220512,404.80946981339304,4.0,2144611.3799932427,8678.54400871044,0.40244614448272104,0.30257953973112806
2017,7,55.82955093548135,0.5340607560994131,30.067807317669498,25.1926614475806,404.94374692380615,3.0,2111604.6927647092,9108.851296823808,0.4013947426752757,0.29216949135341114
2017,8,52.86056296887788,0.435681310318673,30.063172836538097,23.465167721575867,404.81992811110314,2.0,2153636.874737661,9565.092425510067,0.41856009483184425,0.3046980255714016
2017,9,53.5197276981672,0.48151543512009354,32.15697821626244,22.616172211354815,411.3527394387626,2.0,2186807.2390325563,9044.339039460185,0.3602672590652498,0.3393208276206976
2017,10,59.08732983973001,0.4639898423102972,31.452298988907526,23.55956280292966,407.59502214237114,2.0,2132192.84715065,8909.519905734258,0.43431105381679375,0.33205873887510445
2017,11,58.987488676203355,0.4925241442548744,31.273704485771443,23.933610244608996,408.98404442459895,3.0,2274265.5689670914,8135.816008665441,0.4220883702442059,0.31950474192792494
2017,12,58.43664111793517,0.4707512602662032,33.13414077307022,23.942146611076854,406.4428976953411,1.0,2533529.7279994367,9667.863780750118,0.42540133211371634,0.33659262668508655
2018,1,62.32678001310129,0.48185737000466594,32.521855985543304,25.028417320861966,407.2596655929963,1.0,2085459.2308042347,9364.468426714498,0.45513781870151815,0.30309755034594943
2018,2,50.56044406911224,0.542254720090332,32.4215694254991,23.565045364470237,406.4149973004172,1.0,2316611.778734788,8988.394916411182,0.3698365867301315,0.32906845464611956
2018,3,59.66148583381879,0.47964524821265186,32.556499019920544,24.30992920864503,402.74921490910896,4.0,2229244.1490328466,9631.719407770426,0.37131129969370474,0.3334727623992031
2018,4,63.0527356580423,0.49609798004202227,32.916479862320266,23.00084653477592,405.50713934104107,4.0,2384056.0472256094,9350.265084754805,0.44084569430707393,0.32323484877739384
2018,5,54.879815600061704,0.47566349904964134,27.415672263813534,24.47136990962276,404.8524468505655,3.0,2352024.168385418,9451.576408126448,0.43452333645140767,0.3434460088244115
2018,6,57.01847520147242,0.48385034600712606,30.850070863892128,24.055740129133007,404.18464297041254,3.0,2444606.530035826,10092.619262264881,0.44194741355891587,0.3212334361702689
2018,7,55.793955827261506,0.48070681620255584,27.165895660494737,23.33439718803127,406.50401889350906,4.0,2507024.3418614045,9193.966689074921,0.4250835561658793,0.349143782576575
2018,8,55.26433028282004,0.49292340618972114,31.545804064121906,23.879960111509355,411.755174516658,1.0,2429768.4275662918,10460.499748300037,0.4609832418061453,0.3520898070095732
2018,9,56.86331924808878,0.5133802786979943,31.41178668713026,23.96319267453741,409.2269171382755,1.0,2544784.176209839,9311.683234230271,0.4711370600265757,0.28481469712290075
2018,10,62.01929795631667,0.5267902409807315,33.45948560221094,23.908792239083958,412.10744331411604,3.0,2218201.7895685006,9752.859822138158,0.4597826267132826,0.36906927196493916
2018,11,63.143738973830985,0.4856043919309593,33.69105825912646,25.981867558057157,410.5588072590649,2.0,2632729.440317918,11119.367833875396,0.43954356730049404,0.2864157697455765
2018,12,56.51849811435324,0.4929495644758049,31.668707991241575,24.143659260850015,411.51248607248294,3.0,2532243.0572944973,10795.256328189633,0.3862430025820942,0.3371527036994038
2019,1,63.136233273772355,0.43968459104022245,30.209804160995674,24.029788100348977,408.3561007462329,1.0,2623573.8092587283,10354.065154142456,0.47465603360953484,0.37208590805357616
2019,2,57.42251890463809,0.4705215924643735,32.12821696193358,22.207812200284593,411.41632296101693,2.0,2414854.5307790055,9908.682260670445,0.49033607051284356,0.347338476021267
2019,3,62.47159939589272,0.5003139471044025,30.04942788324611,23.44263475328368,412.03637583656973,1.0,2474817.748681572,10187.995425597424,0.4751262260437299,0.3264657540348197
2019,4,56.82536720893427,0.497031690731462,31.049846276060673,24.105347628175227,409.6361790997431,0.0,2593541.19783553,10562.95344676653,0.43150546402108003,0.33601999560777185
2019,5,57.393173478138436,0.47634829198385154,32.972272633921534,23.714147323823354,412.1190807412323,2.0,2598296.2110662535,10618.761616169799,0.4802138318100327,0.3805381149264124
2019,6,57.991160260033766,0.49553918720809126,29.831825729073785,25.81328654074622,412.34290183293916,4.0,2649359.4903799463,10628.248745713336,0.48792115439673805,0.32367517254692196
2019,7,66.32603472231314,0.4826177381119198,32.50609412059026,24.298220119340623,410.3219473893188,2.0,2750556.7792508914,10731.95216401054,0.5109750137497621,0.38679034833502984
2019,8,59.23806725085016,0.5028512930109376,32.1969080005425,25.783181091423515,409.38604208282646,1.0,2486635.8632065575,10713.86507672639,0.44003249174684544,0.3652137474928384
2019,9,54.45715377856666,0.47447024839292384,28.879890049948884,24.588020423524053,409.47384859936136,1.0,2781592.4334875206,10173.747474285257,0.4616274150952548,0.3445731460227303
2019,10,59.38067782135389,0.45406589263813213,32.68463036169796,24.59512257326368,412.2256426627903,2.0,2706091.34889053,10710.165681551163,0.49294447732377733,0.35886401434341986
2019,11,55.28292344137855,0.4737594482343065,32.081343217058794,24.500677236498024,412.91717763231543,0.0,2705937.60336123,11499.417290151318,0.47435388109051313,0.3522870921253356
2019,12,54.793907346033215,0.37471374767178517,30.835430722113735,24.624848883200407,410.88863254961046,1.0,2600256.897614143,10431.62232490865,0.4412170140437249,0.3920613461224337
2020,1,58.88369881651845,0.47306551945997255,29.05430045236575,26.371426581997227,412.737381208968,1.0,2818725.9194692657,11094.695928440888,0.48928059381395894,0.39149066145841466
2020,2,56.145888342260825,0.3510739310330302,28.807903752322545,22.36459979956457,414.03581091438224,6.0,2548062.899107423,10853.280930351422,0.4963072174355076,0.3445641457435317
2020,3,56.783096164588045,0.4077697819883638,29.39835905672027,22.71424372924553,414.34164458722535,4.0,2875365.7169133453,11392.517319962213,0.4836915184688774,0.3729807892085607
2020,4,55.884060928753776,0.4719741106598085,31.50624155816287,24.204197589996518,416.4195497139292,0.0,2682368.363821122,11216.209725256063,0.48974544255224045,0.3658941814899566
2020,5,56.74659148507946,0.47169430117063543,28.457170717828784,24.79347525035862,416.08027745386977,2.0,2857977.370209116,12222.907358803124,0.47750198084416495,0.41113335726392425
2020,6,56.906476639676875,0.4214429260694863,31.19081397092395,25.500630740553486,411.7342592397501,3.0,2861767.326793524,11811.186313937234,0.5317167891241134,0.36036643869010315
2020,7,49.71541499135744,0.4339000966383687,27.779646836980056,25.31519246118537,417.31454084012864,4.0,3011690.6568346517,10975.677364479816,0.462452918699146,0.4215582663042266
2020,8,57.42077063740754,0.4953267559742135,29.802389146911775,24.489438297645748,413.09594172773063,2.0,2897923.9567828216,12040.877163701585,0.47395932448550765,0.3909130525780823
2020,9,52.36973121419331,0.4386369907896618,30.377190245990125,25.9243068511365,416.4581666775404,3.0,2867428.2491485914,11391.621440290022,0.4940137759321416,0.37044552239871403
2020,10,50.88362890911124,0.5193928725299843,34.99552344801257,25.96703750841589,414.71492062052323,2.0,2907234.467244985,11564.133393258604,0.5221580945152373,0.382243990004025
2020,11,54.93002942631869,0.450995035983657,27.298000267906634,25.152478883903147,413.9651749272966,1.0,3106235.645296519,12083.225299527247,0.4529735417392692,0.3818623600267363
2020,12,55.25194300994336,0.46224108530643804,32.94402913298027,25.96265757248684,411.38460628045016,4.0,3053629.6969180894,11754.126290134933,0.46069109750703685,0.3745076319596899
